project_id,state,district,latitude,longitude,project_type,budget_crore,progress_percent,status,start_date,expected_completion
733,Assam,Dibrugarh,27.4728,94.912,Water Supply Project,446,38,Ongoing,2024-02-22,2024-10-19
734,Assam,Dibrugarh,27.4728,94.912,Smart City Infrastructure,399,52,Ongoing,2024-08-12,2025-05-18
735,Assam,Dibrugarh,27.4728,94.912,School Infrastructure,130,14,Ongoing,2024-04-30,2025-12-03
736,Assam,Dibrugarh,27.4728,94.912,Water Supply Project,262,68,Ongoing,2024-05-13,2025-11-02
737,Assam,Dibrugarh,27.4728,94.912,Solar Power Plant,466,47,Ongoing,2025-03-07,2025-12-29
738,Assam,Dibrugarh,27.4728,94.912,Bridge Construction,464,84,Near Completion,2025-06-26,2027-06-23
739,Assam,Silchar,24.8333,92.7789,School Infrastructure,500,37,Ongoing,2025-10-28,2027-04-26
740,Assam,Silchar,24.8333,92.7789,School Infrastructure,209,91,Near Completion,2025-02-01,2026-07-07
741,Assam,Silchar,24.8333,92.7789,Water Supply Project,332,73,Near Completion,2024-11-19,2025-12-13
742,Assam,Silchar,24.8333,92.7789,Bridge Construction,225,1,Ongoing,2023-07-28,2025-09-30
743,Assam,Silchar,24.8333,92.7789,Road Construction,437,8,Ongoing,2024-02-26,2024-11-27
744,Assam,Silchar,24.8333,92.7789,Water Supply Project,310,89,Near Completion,2023-10-08,2024-08-22
745,Assam,Silchar,24.8333,92.7789,Hospital Development,476,26,Ongoing,2025-11-14,2026-08-26
746,Assam,Silchar,24.8333,92.7789,Road Construction,285,0,Ongoing,2025-10-31,2027-08-13
747,Assam,Silchar,24.8333,92.7789,Metro Expansion,205,70,Ongoing,2024-12-25,2026-05-12
748,Assam,Silchar,24.8333,92.7789,School Infrastructure,147,13,Ongoing,2024-08-13,2025-03-03
749,Assam,Silchar,24.8333,92.7789,Metro Expansion,426,75,Near Completion,2025-10-21,2027-11-15
750,Assam,Silchar,24.8333,92.7789,Hospital Development,414,43,Ongoing,2024-05-22,2025-07-27
751,Assam,Silchar,24.8333,92.7789,Road Construction,339,59,Ongoing,2023-06-29,2024-06-28
752,Jharkhand,Ranchi,23.3441,85.3096,School Infrastructure,436,83,Near Completion,2023-12-02,2025-10-20
753,Jharkhand,Ranchi,23.3441,85.3096,Solar Power Plant,494,53,Ongoing,2024-08-05,2025-11-13
754,Jharkhand,Ranchi,23.3441,85.3096,Smart City Infrastructure,137,52,Ongoing,2024-02-13,2025-04-10
755,Jharkhand,Ranchi,23.3441,85.3096,Hospital Development,91,21,Ongoing,2024-02-13,2025-08-18
756,Jharkhand,Ranchi,23.3441,85.3096,Bridge Construction,145,75,Near Completion,2024-04-27,2025-10-06
757,Jharkhand,Ranchi,23.3441,85.3096,Metro Expansion,204,75,Near Completion,2025-02-11,2025-08-31
758,Jharkhand,Ranchi,23.3441,85.3096,Road Construction,394,67,Ongoing,2024-01-31,2025-11-06
759,Jharkhand,Ranchi,23.3441,85.3096,Solar Power Plant,338,12,Ongoing,2024-08-13,2025-10-31
760,Jharkhand,Jamshedpur,22.8046,86.2029,Solar Power Plant,49,23,Ongoing,2025-05-27,2027-07-17
761,Jharkhand,Jamshedpur,22.8046,86.2029,Smart City Infrastructure,51,39,Ongoing,2025-08-06,2026-10-09
762,Jharkhand,Jamshedpur,22.8046,86.2029,Bridge Construction,468,52,Ongoing,2024-11-07,2026-06-17
763,Jharkhand,Jamshedpur,22.8046,86.2029,Water Supply Project,211,63,Ongoing,2024-12-30,2027-04-22
764,Jharkhand,Jamshedpur,22.8046,86.2029,Road Construction,465,1,Ongoing,2024-05-06,2025-12-26
765,Jharkhand,Jamshedpur,22.8046,86.2029,Metro Expansion,130,11,Ongoing,2025-06-06,2027-11-09
766,Jharkhand,Jamshedpur,22.8046,86.2029,School Infrastructure,280,37,Ongoing,2023-08-27,2026-02-10
767,Jharkhand,Jamshedpur,22.8046,86.2029,Metro Expansion,108,85,Near Completion,2024-03-24,2026-07-03
768,Jharkhand,Jamshedpur,22.8046,86.2029,Hospital Development,219,50,Ongoing,2025-11-19,2027-03-15
769,Jharkhand,Jamshedpur,22.8046,86.2029,Bridge Construction,141,83,Near Completion,2024-10-09,2027-02-15
770,Jharkhand,Jamshedpur,22.8046,86.2029,School Infrastructure,307,51,Ongoing,2025-09-29,2026-07-08
771,Jharkhand,Jamshedpur,22.8046,86.2029,Bridge Construction,36,71,Near Completion,2025-07-07,2026-05-05
772,Jharkhand,Jamshedpur,22.8046,86.2029,School Infrastructure,182,32,Ongoing,2023-07-20,2024-04-23
773,Jharkhand,Jamshedpur,22.8046,86.2029,Solar Power Plant,393,85,Near Completion,2025-11-14,2027-01-07
774,Jharkhand,Jamshedpur,22.8046,86.2029,Smart City Infrastructure,433,44,Ongoing,2025-07-14,2027-12-17
775,Jharkhand,Dhanbad,23.7957,86.4304,Smart City Infrastructure,227,14,Ongoing,2024-02-20,2025-09-05
776,Jharkhand,Dhanbad,23.7957,86.4304,Metro Expansion,417,45,Ongoing,2025-05-08,2026-03-11
777,Jharkhand,Dhanbad,23.7957,86.4304,Smart City Infrastructure,426,96,Near Completion,2023-07-24,2024-11-12
778,Jharkhand,Dhanbad,23.7957,86.4304,Solar Power Plant,193,82,Near Completion,2023-08-23,2025-12-28
779,Jharkhand,Dhanbad,23.7957,86.4304,Solar Power Plant,257,49,Ongoing,2024-04-19,2026-05-28
780,Jharkhand,Dhanbad,23.7957,86.4304,Solar Power Plant,444,32,Ongoing,2024-04-26,2024-12-17
781,Jharkhand,Dhanbad,23.7957,86.4304,School Infrastructure,38,15,Ongoing,2025-04-29,2026-05-05
782,Jharkhand,Dhanbad,23.7957,86.4304,Metro Expansion,223,56,Ongoing,2025-05-24,2027-10-03
783,Jharkhand,Dhanbad,23.7957,86.4304,Bridge Construction,330,10,Ongoing,2024-06-02,2025-11-03
784,Jharkhand,Dhanbad,23.7957,86.4304,Road Construction,328,65,Ongoing,2023-11-05,2025-02-23
785,Jharkhand,Dhanbad,23.7957,86.4304,Solar Power Plant,114,43,Ongoing,2024-06-02,2025-09-17
786,Jharkhand,Dhanbad,23.7957,86.4304,Metro Expansion,29,43,Ongoing,2024-10-02,2027-02-23
787,Chhattisgarh,Raipur,21.2514,81.6296,Metro Expansion,315,3,Ongoing,2025-02-23,2027-06-26
788,Chhattisgarh,Raipur,21.2514,81.6296,Road Construction,69,79,Near Completion,2025-09-17,2027-09-29
789,Chhattisgarh,Raipur,21.2514,81.6296,Hospital Development,120,63,Ongoing,2025-01-09,2025-09-29
790,Chhattisgarh,Raipur,21.2514,81.6296,Smart City Infrastructure,426,68,Ongoing,2024-10-12,2025-12-09
791,Chhattisgarh,Raipur,21.2514,81.6296,Water Supply Project,59,72,Near Completion,2025-01-10,2026-06-28
792,Chhattisgarh,Raipur,21.2514,81.6296,Smart City Infrastructure,479,91,Near Completion,2025-04-30,2027-04-06
793,Chhattisgarh,Raipur,21.2514,81.6296,Road Construction,367,64,Ongoing,2024-06-28,2025-09-13
794,Chhattisgarh,Raipur,21.2514,81.6296,School Infrastructure,344,35,Ongoing,2024-07-27,2026-10-19
795,Chhattisgarh,Bilaspur,22.0797,82.1409,Hospital Development,231,58,Ongoing,2024-12-27,2027-04-27
796,Chhattisgarh,Bilaspur,22.0797,82.1409,Water Supply Project,235,70,Ongoing,2025-09-27,2026-05-11
797,Chhattisgarh,Bilaspur,22.0797,82.1409,Metro Expansion,186,11,Ongoing,2023-12-10,2025-04-29
798,Chhattisgarh,Bilaspur,22.0797,82.1409,School Infrastructure,201,91,Near Completion,2023-10-04,2025-07-16
799,Chhattisgarh,Bilaspur,22.0797,82.1409,School Infrastructure,140,58,Ongoing,2024-04-11,2025-03-03
800,Chhattisgarh,Bilaspur,22.0797,82.1409,Road Construction,22,19,Ongoing,2024-04-06,2025-11-26
801,Chhattisgarh,Bilaspur,22.0797,82.1409,Bridge Construction,136,65,Ongoing,2025-08-16,2027-12-12
802,Chhattisgarh,Bilaspur,22.0797,82.1409,Hospital Development,415,15,Ongoing,2025-07-23,2026-08-19
803,Chhattisgarh,Bilaspur,22.0797,82.1409,School Infrastructure,75,95,Near Completion,2023-09-10,2025-05-31
804,Chhattisgarh,Bilaspur,22.0797,82.1409,Hospital Development,483,70,Ongoing,2025-06-19,2027-02-06
805,Chhattisgarh,Bilaspur,22.0797,82.1409,Water Supply Project,146,39,Ongoing,2024-12-08,2025-07-10
806,Chhattisgarh,Durg,21.1904,81.2849,School Infrastructure,167,46,Ongoing,2024-11-29,2027-03-29
807,Chhattisgarh,Durg,21.1904,81.2849,Solar Power Plant,375,41,Ongoing,2024-05-25,2025-08-19
808,Chhattisgarh,Durg,21.1904,81.2849,Water Supply Project,329,50,Ongoing,2023-08-17,2025-02-11
809,Chhattisgarh,Durg,21.1904,81.2849,Solar Power Plant,183,44,Ongoing,2024-11-11,2026-12-16
810,Chhattisgarh,Durg,21.1904,81.2849,Bridge Construction,101,44,Ongoing,2025-10-10,2027-06-09
811,Chhattisgarh,Durg,21.1904,81.2849,Hospital Development,148,55,Ongoing,2024-12-04,2027-03-19
812,Chhattisgarh,Durg,21.1904,81.2849,Smart City Infrastructure,222,50,Ongoing,2025-04-19,2027-05-03
813,Chhattisgarh,Durg,21.1904,81.2849,Solar Power Plant,159,80,Near Completion,2025-05-17,2027-07-12
814,Chhattisgarh,Durg,21.1904,81.2849,Bridge Construction,294,90,Near Completion,2025-01-07,2026-11-30
815,Chhattisgarh,Durg,21.1904,81.2849,School Infrastructure,474,10,Ongoing,2024-02-24,2026-04-10
816,Chhattisgarh,Durg,21.1904,81.2849,Smart City Infrastructure,345,83,Near Completion,2024-12-06,2026-08-12
817,Chhattisgarh,Durg,21.1904,81.2849,Bridge Construction,317,61,Ongoing,2025-11-16,2026-06-15
818,Chhattisgarh,Durg,21.1904,81.2849,Metro Expansion,451,80,Near Completion,2024-08-11,2025-12-12
